filepath,composer,era,n_notes,top_pattern,top_length,top_support,top_z_score,num_patterns_z_ge_2
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--3.midi,Frédéric Chopin,Romantic,2326,"-2,1,1,1",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--3.midi,Frédéric Chopin,Romantic,2346,"1,-2,1,1",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--3.midi,Frédéric Chopin,Romantic,2305,"-2,1,1,1",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--3.midi,Frédéric Chopin,Romantic,2246,"-2,1,1,1",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--2.midi,Frédéric Chopin,Romantic,1660,"-8,3,-7,4",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--3.midi,Frédéric Chopin,Romantic,1679,"-8,3,-7,4",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--3.midi,Frédéric Chopin,Romantic,1719,"-8,3,-7,4",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--3.midi,Frédéric Chopin,Romantic,2411,"-5,-3,-2,-2",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--3.midi,Frédéric Chopin,Romantic,2401,"-21,2,17,-16",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--4.midi,Frédéric Chopin,Romantic,2310,"-1,-2,-7,-2",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_04_Track04_wav.midi,Frédéric Chopin,Romantic,2371,"-5,-3,-2,-2",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_14_Track14_wav.midi,Frédéric Chopin,Romantic,2434,"7,-2,-3,-2",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--3.midi,Frédéric Chopin,Romantic,2124,"-17,21,-28,31",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--3.midi,Frédéric Chopin,Romantic,2166,"-12,16,-12,3",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--2.midi,Frédéric Chopin,Romantic,2027,"31,-24,17,4",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--4.midi,Frédéric Chopin,Romantic,2021,"-16,7,5,-17",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--5.midi,Frédéric Chopin,Romantic,3750,"37,-12,-12,-12",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_03_Track03_wav.midi,Frédéric Chopin,Romantic,3975,"-21,9,12,-21",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_11_Track11_wav.midi,Frédéric Chopin,Romantic,4199,"10,-12,10,-12",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--3.midi,Frédéric Chopin,Romantic,3627,"-36,24,-12,-11",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--3.midi,Frédéric Chopin,Romantic,3363,"-5,4,-7,6",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--2.midi,Frédéric Chopin,Romantic,3342,"4,-7,6,-3",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--2.midi,Frédéric Chopin,Romantic,3342,"4,-7,6,-3",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--4.midi,Frédéric Chopin,Romantic,3459,"12,-10,12,-10",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_09_Track09_wav.midi,Frédéric Chopin,Romantic,3480,"4,-7,6,-3",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_03_Track03_wav.midi,Frédéric Chopin,Romantic,3338,"4,-7,6,-3",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_13_Track13_wav.midi,Frédéric Chopin,Romantic,3520,"6,-10,9,-5",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_04_Track04_wav.midi,Frédéric Chopin,Romantic,3375,"6,-10,9,-5",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--3.midi,Frédéric Chopin,Romantic,3323,"4,-7,6,-3",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--4.midi,Frédéric Chopin,Romantic,2762,"16,-16,16,-9",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--4.midi,Frédéric Chopin,Romantic,2654,"-7,16,-16,16",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_14_Track14_wav.midi,Frédéric Chopin,Romantic,2884,"16,0,-16,7",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--2.midi,Frédéric Chopin,Romantic,2313,"-19,20,-22,21",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--3.midi,Frédéric Chopin,Romantic,2652,"-2,3,-5,4",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--3.midi,Frédéric Chopin,Romantic,2659,"-4,2,3,-1",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_17_Track17_wav.midi,Frédéric Chopin,Romantic,2629,"-3,2,-4,2",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_16_Track16_wav.midi,Frédéric Chopin,Romantic,2517,"3,-1,-4,2",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--4.midi,Frédéric Chopin,Romantic,3497,"4,-7,6,-3",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--3.midi,Frédéric Chopin,Romantic,2455,"-2,-1,-2,-7",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_10_Track10_wav.midi,Frédéric Chopin,Romantic,2426,"-2,-1,-2,-7",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_11_Track11_wav.midi,Frédéric Chopin,Romantic,1289,"-9,-10,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--3.midi,Frédéric Chopin,Romantic,2024,"-19,16,3,-7",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_02_Track02_wav.midi,Frédéric Chopin,Romantic,1138,"17,-2,2,-2",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_16_R1_2013_wav--3.midi,Frédéric Chopin,Romantic,2085,"0,3,-2,-1",4,4,3996.004,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--3.midi,Frédéric Chopin,Romantic,1938,"-17,5,4,10",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--5.midi,Frédéric Chopin,Romantic,1301,"17,-9,-15,7",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--2.midi,Frédéric Chopin,Romantic,611,"-1,8,-3,-6",4,5,4995.005,5
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--3.midi,Frédéric Chopin,Romantic,2033,"0,14,-12,-5",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_10_Track10_wav.midi,Frédéric Chopin,Romantic,1921,"1,-1,24,-12",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--4.midi,Frédéric Chopin,Romantic,2076,"-9,9,-4,-8",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--4.midi,Frédéric Chopin,Romantic,2053,"9,-4,-8,-4",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_03_Track03_wav.midi,Frédéric Chopin,Romantic,2518,"28,-12,-4,-5",4,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_01_R1_2015_wav--2.midi,Frédéric Chopin,Romantic,3142,"-12,24,12,-24",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--3.midi,Frédéric Chopin,Romantic,1679,"10,10,-27,28",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--3.midi,Frédéric Chopin,Romantic,2532,"2,-2,2,-2",4,61,60939.0609,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_05_WAV.midi,Frédéric Chopin,Romantic,2109,"-2,2,-2,2",4,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_06_R3_2011_MID--AUDIO_R3-D3_05_Track05_wav.midi,Frédéric Chopin,Romantic,1624,"-2,1,-2,1",4,27,26973.027,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_03_WAV.midi,Frédéric Chopin,Romantic,2611,"-17,16,-28,26",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--4.midi,Frédéric Chopin,Romantic,2635,"-17,16,-28,26",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--3.midi,Frédéric Chopin,Romantic,3186,"12,12,-36,12",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--6.midi,Frédéric Chopin,Romantic,1076,"1,-1,1,-1",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--3.midi,Frédéric Chopin,Romantic,1858,"5,7,-7,-5",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_06_Track06_wav.midi,Frédéric Chopin,Romantic,2212,"-9,9,-4,-8",4,11,10989.011,18
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_07_Track07_wav.midi,Frédéric Chopin,Romantic,5399,"12,-6,-3,-2",4,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--3.midi,Frédéric Chopin,Romantic,1638,"-23,1,21,-19",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--1.midi,Frédéric Chopin,Romantic,1321,"-12,3,3,-7",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--3.midi,Frédéric Chopin,Romantic,4905,"12,-12,12,-12",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--4.midi,Frédéric Chopin,Romantic,6518,"-10,12,-10,12",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_11_Track11_wav.midi,Frédéric Chopin,Romantic,6597,"-12,11,-12,10",4,25,24975.025,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--5.midi,Frédéric Chopin,Romantic,1128,"-1,-1,2,-1",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--4.midi,Frédéric Chopin,Romantic,5818,"3,3,3,3",4,25,24975.025,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_06_Track06_wav.midi,Frédéric Chopin,Romantic,5452,"-12,13,-12,13",4,23,22977.023,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_05_Track05_wav.midi,Frédéric Chopin,Romantic,5167,"3,3,3,3",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--4.midi,Frédéric Chopin,Romantic,5379,"12,-11,12,-11",4,20,19980.02,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--3.midi,Frédéric Chopin,Romantic,6353,"-12,1,12,3",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--4.midi,Frédéric Chopin,Romantic,6334,"-1,-1,-1,-1",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--4.midi,Frédéric Chopin,Romantic,6264,"-1,-1,-1,-1",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--5.midi,Frédéric Chopin,Romantic,6254,"-1,-1,-1,-1",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--3.midi,Frédéric Chopin,Romantic,6309,"-1,-1,-1,-1",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--4.midi,Frédéric Chopin,Romantic,6453,"12,1,-12,15",4,20,19980.02,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--4.midi,Frédéric Chopin,Romantic,6304,"-1,-1,-1,-1",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--3.midi,Frédéric Chopin,Romantic,6409,"-11,12,-9,12",4,21,20979.021,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--4.midi,Frédéric Chopin,Romantic,6445,"-1,-1,-1,-1",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_07_WAV.midi,Frédéric Chopin,Romantic,6286,"-1,-1,-1,-1",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_05_Track05_wav.midi,Frédéric Chopin,Romantic,5428,"-21,12,-3,10",4,22,21978.022,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--5.midi,Frédéric Chopin,Romantic,5519,"-10,5,-12,16",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav.midi,Frédéric Chopin,Romantic,5251,"1,7,-5,-9",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_07_Track07_wav.midi,Frédéric Chopin,Romantic,1551,"1,1,3,-2",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--4.midi,Frédéric Chopin,Romantic,5195,"2,2,1,2",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--5.midi,Frédéric Chopin,Romantic,5023,"-21,5,7,3",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_10_Track10_wav.midi,Frédéric Chopin,Romantic,1853,"0,0,0,0",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_11_Track11_wav.midi,Frédéric Chopin,Romantic,1553,"7,8,-15,19",4,26,25974.026,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--4.midi,Frédéric Chopin,Romantic,3765,"8,4,-12,8",4,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_18_R1_2009_01-03_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_01_WAV.midi,George Frideric Handel,Baroque,3504,"2,2,1,2",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--1.midi,George Frideric Handel,Baroque,3267,"-3,3,-5,5",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--1.midi,George Frideric Handel,Baroque,3385,"-2,2,-2,2",4,34,33966.034,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_12_R1_2014_wav--2.midi,Georges Bizet / Ferruccio Busoni,Other,6216,"3,5,4,3",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--5.midi,Georges Bizet / Moritz Moszkowski,Other,5694,"-3,-3,-3,-3,-3",5,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--5.midi,Georges Bizet / Vladimir Horowitz,Other,4380,"-6,3,-7,3",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_15_R1_2006_01-05_ORIG_MID--AUDIO_15_R1_2006_04_Track04_wav.midi,Giuseppe Verdi / Franz Liszt,Other,5618,"1,-1,1,-1",4,22,21978.022,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--7.midi,Henry Purcell,Other,2867,"2,-2,2,-2,2,-2",6,108,107892.1079,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_06_WAV.midi,Isaac Albéniz,Other,2870,"0,0,1,-1",4,30,29970.03,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_02_WAV.midi,Isaac Albéniz,Other,1665,"-5,-4,2,7",4,4,3996.004,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_04_Track04_wav.midi,Isaac Albéniz,Other,1754,"2,-2,-9,7",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_05_Track05_wav.midi,Isaac Albéniz,Other,3862,"-6,2,2,5",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_08_WAV.midi,Isaac Albéniz,Other,4376,"5,2,-2,-2",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_08_Track08_wav.midi,Isaac Albéniz,Other,4002,"1,8,-2,-3",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_07_WAV.midi,Isaac Albéniz / Leopold Godowsky,Other,1253,"5,-12,33,-6",4,3,2997.003,4
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_01_Track01_wav.midi,Jean-Philippe Rameau,Other,2565,"-2,-1,1,2",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--1.midi,Johann Pachelbel,Other,783,"-2,2,17,-19",4,4,3996.004,4
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_03_WAV.midi,Johann Sebastian Bach,Baroque,1031,"2,2,2,1",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_04_WAV.midi,Johann Sebastian Bach,Baroque,1410,"2,2,1,2",4,10,9990.01,14
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,3166,"18,-3,-12,9",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_08_R1_2008_01-05_ORIG_MID--AUDIO_08_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2411,"-15,13,-15,14",4,4,3996.004,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_05_Track05_wav.midi,Johann Sebastian Bach,Baroque,1663,"5,15,-18,15",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--1.midi,Johann Sebastian Bach,Baroque,3584,"1,-1,1,-1",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--1.midi,Johann Sebastian Bach,Baroque,2186,"-1,1,-1,1",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_01_Track01_wav.midi,Johann Sebastian Bach,Baroque,4884,"-2,2,-2,2",4,19,18981.019,20
